date,forecast,lower_80,upper_80,frequency
2025-09-07 00:00:00+00:00,6123.599999999999,2988.316799999999,9258.8832,weekly
2025-09-14 00:00:00+00:00,8204.543990543078,4003.8174673850217,12405.270513701133,weekly
2025-09-21 00:00:00+00:00,10776.455990543076,5258.9105233850205,16294.001457701132,weekly
2025-09-28 00:00:00+00:00,14377.132790543075,7016.04080178502,21738.22477930113,weekly
2025-10-05 00:00:00+00:00,19418.08031054307,9476.023191545019,29360.137429541122,weekly
2025-10-12 00:00:00+00:00,26475.40683854307,12919.998537209016,40030.81513987712,weekly
