"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)"
1141064977380513,100044310645639,SUGARCANE,"malapit ko na maubos amoy mo","malapit ko na maubos amoy mo

sugarcane.lnk.to/laginalang",19,"12/03/2024 09:49",N/A,https://www.facebook.com/thesugarcaneph/videos/1286238425729596/,0,0,Videos,,,,,Lifetime,17411,13723,1262,1089,69,104,1324,1319,,5,91350.545,5.958,0.16
1141521677334843,100044310645639,SUGARCANE,"🎙️ First Episode of ""Ano Ang Lagi Na Lang Niyo?"" 

Watch the full video here: https://youtu.be/QGkJr301sA0

In this mini podcast series, SUGARCANE will be joined by some of their amazing fans who share their stories, insights, and laughs as we dive into the theme: “Ano ang lagi nalang sa buhay niyo?” 

In today's first episode, we’re kicking things off with something close to everyone’s heart — friendship. 🫂

Stream ""Lagi Na Lang"": sugarcane.lnk.to/laginalang","🎙️ First Episode of ""Ano Ang Lagi Na Lang Niyo?"" 

Watch the full video here: https://youtu.be/QGkJr301sA0

In this mini podcast series, SUGARCANE will be joined by some of their amazing fans who share their stories, insights, and laughs as we dive into the theme: “Ano ang lagi nalang sa buhay niyo?” 

In today's first episode, we’re kicking things off with something close to everyone’s heart — friendship. 🫂

Stream ""Lagi Na Lang"": sugarcane.lnk.to/laginalang",60,"12/04/2024 03:01",auto,https://www.facebook.com/reel/2052436061896442/,1,0,Reels,,,,,Lifetime,5951,4744,202,186,8,8,0,,,,48424.971,9.22,0
1141940813959596,100044310645639,SUGARCANE,"See you later, knollers! 💙💛

Miriam College Nuvali

📅: December 5
📍: Miriam College Nuvali, Laguna
🎟️: Event is open for outsiders 

We can't wait to see you all! ✨",,0,"12/04/2024 18:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0293f5T1DyYwqpqDtz7ykLMhQ6ZTZui9fQmGhuEemseWKRTY8zTEuSHsiWyQBhd1NGl,0,0,Photos,,,,,Lifetime,7914,4251,176,166,5,5,228,134,94,,,,
1141992383954439,100044310645639,SUGARCANE,"Maraming salamat sa walang sawang suporta at pagmamahal, SugarFolks! Sobrang na-appreciate namin kayong lahat. Here’s to creating more music and memories together next year! 🪢✨ #SpotifyWrapped2024",,0,"12/04/2024 20:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0515JetxEqsovRmbs7qfc3afjYPK4juyUjs3v4cZZmHKNYSoEHXtVJoshsoSmmkxcl,0,0,Photos,,,,,Lifetime,20484,11384,924,843,37,44,1023,465,558,,,,
1142215817265429,100044310645639,SUGARCANE,"(っ◔◡◔)っ 𝐇𝐮𝐠𝐨𝐭 𝐇𝐚𝐧𝐠𝐨𝐮𝐭 𝐇𝐢𝐠𝐡𝐥𝐢𝐠𝐡𝐭𝐬

Still can’t get over how amazing the ""Hugot Hangouts"" turned out! 🫶 Hindi namin makakalimutan lahat ng napagkwentuhan at masasayang alaala natin from this event. Hanggang sa susunod na hangout ulit, folks! 🥹💖

📷: ARK Productions",,0,"12/05/2024 03:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0373tnCxJi3aM2xcwaHbADPAbjJcYh8vi5RdkdenybuQ3C4J1atyBEV5nZWcfSosa5l,0,0,Photos,,,,,Lifetime,22434,10670,364,296,7,61,896,319,577,,,,
1142815033872174,100044310645639,SUGARCANE,"See you tomorrow, Perpetualites! ✨ 

📆Date: December 7, 2024 (Saturday)
📍 Venue: UPHSL Oval
🎟️: Walk-ins and outsiders are allowed 

Can't wait to see all of you!! ❤

#Perpskuhan2024",,0,"12/05/2024 23:20",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0789w5JYF7fCNFEiAihqWSKgErntRAaNgSWd5ftZk39qvdnjZvRaiuxDLBZfsLFryl,0,1,Photos,,,,,Lifetime,8172,4816,121,111,3,7,173,140,33,,,,
1143465237140487,100044310645639,SUGARCANE,"Back to back gigs this weekend, Laguna & Baguio folks‼️

1️⃣ University of Perpetual Help System Laguna

📆 Date: December 7, 2024 (Saturday)
📍 Venue: UPHSL Oval
🎟️: Walk-ins and outsiders are allowed

UPH-Dr. Jose G. Tamayo Medical University Supreme Student Council

2️⃣ Valley Bread

📆 Date: December 8, 2024 (Sunday) 
📍 Venue: Malcom Square, Baguio City
🎟️: Event is open to the public; Free admission 

See you around!! ❤️‍🔥",,0,"12/06/2024 21:08",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid06o3T5qTgeiEjyFS2RRMfN2uayw7e9cRYoTxeZ7TUaRGfo1EbnPMWJeoeRz3NEnuil,0,0,Photos,,,,,Lifetime,17303,8850,424,358,30,36,632,344,288,,,,
1146308913522786,100044310645639,SUGARCANE,"2nd Episode of ""Ano Ang Lagi Na Lang Niyo?"" 🎙️

Watch the full episode here: https://youtu.be/krGw2A5HAyU

In this mini podcast series, SUGARCANE will be joined by some of their amazing fans who share their stories, insights, and laughs as we dive into the theme: “Ano ang lagi nalang sa buhay niyo?”

In today's episode, we'll be tackling something that’s relatable to us all — the wonders and pain of relationships. 🫂

Stream ""Lagi Na Lang"": sugarcane.lnk.to/laginalang","2nd Episode of ""Ano Ang Lagi Na Lang Niyo?"" 🎙️

Watch the full episode here: https://youtu.be/krGw2A5HAyU

In this mini podcast series, SUGARCANE will be joined by some of their amazing fans who share their stories, insights, and laughs as we dive into the theme: “Ano ang lagi nalang sa buhay niyo?”

In today's episode, we'll be tackling something that’s relatable to us all — the wonders and pain of relationships. 🫂

Stream ""Lagi Na Lang"": sugarcane.lnk.to/laginalang",60,"12/11/2024 03:00",auto,https://www.facebook.com/reel/2066886960419729/,1,0,Reels,,,,,Lifetime,4366,3913,158,137,11,10,0,,,,26063.159,6.475,0
1149501569870187,100044310645639,SUGARCANE,"Some takeaways from the 1st episode of our mini podcast series. 🎙️ Ikaw? Anong kwentong “Lagi Na Lang” mo? 🫂

watch the full episode on our Youtube channel!","Some takeaways from the 1st episode of our mini podcast series. 🎙️ Ikaw? Anong kwentong “Lagi Na Lang” mo? 🫂

watch the full episode on our Youtube channel!",31,"12/16/2024 01:45",mixed,https://www.facebook.com/reel/1279661986487514/,1,0,Reels,,,,,Lifetime,4371,4365,112,99,6,7,0,,,,19832.69,4.906,0
1150887536398257,100044310645639,SUGARCANE,"Final Episode of ""Ano Ang Lagi Na Lang Niyo?"" 🎙️

Watch the full episode here: https://youtu.be/C7MtYT6bTQU

In this mini podcast series, SUGARCANE will be joined by some of their amazing fans who share their stories as we dive into the theme: “Ano ang lagi nalang sa buhay niyo?” In this EP's topic - career. 🫂

Stream ""Lagi Na Lang"": sugarcane.lnk.to/laginalang","Final Episode of ""Ano Ang Lagi Na Lang Niyo?"" 🎙️

Watch the full episode here: https://youtu.be/C7MtYT6bTQU

In this mini podcast series, SUGARCANE will be joined by some of their amazing fans who share their stories as we dive into the theme: “Ano ang lagi nalang sa buhay niyo?” In this EP's topic - career. 🫂

Stream ""Lagi Na Lang"": sugarcane.lnk.to/laginalang",60,"12/18/2024 03:13",mixed,https://www.facebook.com/reel/1161004735447112/,0,0,Reels,,,,,Lifetime,3815,3776,134,120,4,10,0,,,,27046.384,7.725,0
1152075502946127,100044310645639,SUGARCANE,"See you later sa Maskipaps!! ❤️‍🔥",,0,"12/19/2024 20:25",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0hWfCfruMmh3qJwPrUwr4P9fkm68iwEGvYenHSGKXQPnKPVamUmMQzgCW9wDxu9vAl,0,1,Photos,,,,,Lifetime,8969,5970,179,163,9,7,196,137,55,4,,,
1152646472889030,100044310645639,SUGARCANE,"See you later sa Pangil Laguna, folks!! 🫂✨",,0,"12/20/2024 16:18",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02ABwvp2MB4wSBaMrCQjgc7J4ekcL3AurHYsUK41y4YRCMfMdgbLkprFv7VqksHLHGl,0,0,Photos,,,,,Lifetime,17226,9411,431,341,43,47,962,697,265,,,,
1153448299475514,100044310645639,SUGARCANE,"Thank you, Maskipaps: The Crossover! 🫧 First time namin 'to pero grabe yung init ng pagtanggap niyo. Perfect way to cap off the year! 🌟

📷: Noel, Ivan, & Alyxter of ACNM Media",,0,"12/21/2024 20:32",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0SzybxfXCz7sNGwekKiYK3gUG9a4EdPRoJJJ5RaJHiqbhycj7HRtcdYRRAHJz6eq7l,0,0,Photos,,,,,Lifetime,21616,10531,629,569,11,49,1097,391,705,1,,,
1155632662590411,100044310645639,SUGARCANE,"Merry Christmas & Happy Holidays, SugarFolks! ❄️",,0,"12/25/2024 00:49",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0Ty13LdhbEmRg9y4zsQu1JzG6Ro3ViYuUDkj4HbekPHqpC1UoT94xYKnq5nMkNDvNl,0,0,Photos,,,,,Lifetime,21885,12499,1247,1143,59,45,697,506,191,,,,
1121605509326460,100044310645639,SUGARCANE,"Haha okay lang naman 🙂👍

Presave the song here
https://sugarcane.lnk.to/presavelaginalang","Haha okay lang naman 🙂👍

Presave the song here
https://sugarcane.lnk.to/presavelaginalang",16,"11/05/2024 01:14",N/A,https://www.facebook.com/reel/543779495025034/,1,0,Reels,,,,,Lifetime,35555,33958,1292,981,51,260,0,,,,176007.668,5.425,0
