total_videos,total_views,total_likes,total_shares,total_comments,total_saves,avg_views,avg_likes,avg_shares,avg_comments,avg_saves,avg_duration_seconds,total_months,engagement_rate,like_rate,share_rate,comment_rate,save_rate,avg_videos_per_month
391,59699867.0,6485669.0,371341.0,47154.0,639427.0,152685.08184143223,16587.38874680307,949.7212276214834,120.59846547314578,1635.3631713554987,42.88431876606684,39,12.635858971009098,10.863791371595518,0.6220131110174835,0.0789851005865725,1.0710693878095239,10.025641025641026
