Last Export Date,Total Files,Total Videos,Total Views,Total Likes,Output Directory
2025-11-05 19:33:25,13,391,59699867.0,6485669.0,C:\Users\Luis\Desktop\COLLEGE\CAPSTONE\Sugarcane_Artist_Management\public\tiktok_analytics_export
